message_id,message_text,label,scam_type,platform,contains_link,btc_address_present,urgency_level,promised_return_pct,sentiment_score,message_length,created_at
MSG03743,Elon Musk BTC giveaway! Limited time offer.,scam,giveaway,WhatsApp,No,Yes,medium,,0.258,43,2024-06-30 14:01:00
MSG03744,Invest now and double your Bitcoin in 24 hours.,scam,giveaway,WhatsApp,No,Yes,low,200.0,-0.608,47,2024-09-12 10:34:00
MSG03745,Bitcoin price shows strong resistance near 65k.,legit,none,Twitter,No,No,low,,0.54,47,2024-04-12 21:26:00
MSG03746,Invest now and double your Bitcoin in 24 hours.,scam,ponzi,WhatsApp,No,Yes,low,50.0,-0.997,47,2024-08-02 01:04:00
MSG03747,Send 0.1 BTC and receive 0.5 BTC instantly!,scam,impersonation,WhatsApp,No,No,medium,200.0,-0.902,43,2024-06-06 10:58:00
MSG03748,Urgent: Your wallet is compromised. Verify immediately.,scam,impersonation,Telegram,No,No,low,200.0,-0.569,55,2024-08-09 09:33:00
MSG03749,Send 0.1 BTC and receive 0.5 BTC instantly!,scam,ponzi,Email,No,No,high,200.0,0.494,43,2024-06-27 02:47:00
MSG03750,Bitcoin price shows strong resistance near 65k.,legit,none,Discord,No,No,low,,0.349,47,2024-04-19 14:51:00
MSG03751,How to secure your crypto wallet effectively.,legit,none,Email,No,No,medium,,0.359,45,2024-03-05 15:29:00
MSG03752,Congratulations! You have won 2 BTC. Claim now at http://bit.ly/claim,scam,impersonation,Telegram,Yes,Yes,medium,100.0,-0.44,69,2024-09-17 04:45:00
MSG03753,Elon Musk BTC giveaway! Limited time offer.,scam,impersonation,Telegram,No,Yes,low,200.0,-0.51,43,2024-10-12 17:55:00
MSG03754,Invest now and double your Bitcoin in 24 hours.,scam,investment,Twitter,No,No,high,200.0,0.627,47,2024-07-11 22:37:00
MSG03755,Urgent: Your wallet is compromised. Verify immediately.,scam,ponzi,Email,No,Yes,high,50.0,0.882,55,2024-08-31 10:00:00
MSG03756,Tips for long-term crypto investment.,legit,none,Email,No,No,low,,-0.108,37,2024-11-30 17:45:00
MSG03757,Congratulations! You have won 2 BTC. Claim now at http://bit.ly/claim,scam,giveaway,WhatsApp,Yes,No,medium,200.0,-0.437,69,2024-07-12 01:37:00
MSG03758,Bitcoin price shows strong resistance near 65k.,legit,none,WhatsApp,No,No,medium,,-0.066,47,2024-02-28 15:08:00
MSG03759,Invest now and double your Bitcoin in 24 hours.,scam,impersonation,Email,No,No,low,,-0.366,47,2024-12-09 02:32:00
MSG03760,How to secure your crypto wallet effectively.,legit,none,Twitter,No,No,high,,0.177,45,2024-01-24 12:48:00
MSG03761,Tips for long-term crypto investment.,legit,none,Email,No,No,high,,-0.933,37,2024-10-24 20:30:00
MSG03762,Elon Musk BTC giveaway! Limited time offer.,scam,investment,Discord,No,No,high,100.0,0.445,43,2024-09-07 01:26:00
MSG03763,Tips for long-term crypto investment.,legit,none,Email,No,No,high,,0.314,37,2024-09-23 02:49:00
MSG03764,Blockchain technology explained in simple terms.,legit,none,Telegram,No,No,low,,0.73,48,2024-04-04 18:15:00
MSG03765,Elon Musk BTC giveaway! Limited time offer.,scam,phishing,Twitter,No,Yes,low,100.0,-0.067,43,2024-02-27 07:03:00
MSG03766,Bitcoin price shows strong resistance near 65k.,legit,none,Telegram,No,No,medium,,0.17,47,2024-09-20 08:41:00
MSG03767,Congratulations! You have won 2 BTC. Claim now at http://bit.ly/claim,scam,phishing,Discord,Yes,Yes,high,200.0,0.667,69,2024-02-28 12:12:00
MSG03768,Tips for long-term crypto investment.,legit,none,Twitter,No,No,high,,0.773,37,2024-06-05 14:02:00
MSG03769,Urgent: Your wallet is compromised. Verify immediately.,scam,impersonation,WhatsApp,No,No,high,100.0,-0.059,55,2024-11-05 12:17:00
MSG03770,Tips for long-term crypto investment.,legit,none,WhatsApp,No,No,high,,-0.026,37,2024-01-01 01:02:00
MSG03771,Elon Musk BTC giveaway! Limited time offer.,scam,ponzi,WhatsApp,No,No,high,200.0,0.095,43,2024-04-17 05:34:00
MSG03772,Blockchain technology explained in simple terms.,legit,none,Telegram,No,No,medium,,-0.192,48,2024-09-30 00:19:00
MSG03773,Tips for long-term crypto investment.,legit,none,Discord,No,No,low,,-0.448,37,2024-04-29 11:21:00
MSG03774,How to secure your crypto wallet effectively.,legit,none,Twitter,No,No,high,,-0.639,45,2024-05-15 09:27:00
MSG03775,Elon Musk BTC giveaway! Limited time offer.,scam,investment,Twitter,No,No,medium,50.0,0.246,43,2024-11-03 12:46:00
MSG03776,How to secure your crypto wallet effectively.,legit,none,Twitter,No,No,medium,,-0.89,45,2024-02-18 22:58:00
MSG03777,Bitcoin price shows strong resistance near 65k.,legit,none,Discord,No,No,medium,,-0.248,47,2024-08-12 12:24:00
MSG03778,Urgent: Your wallet is compromised. Verify immediately.,scam,impersonation,Telegram,No,No,high,,-0.493,55,2024-12-30 08:07:00
MSG03779,Send 0.1 BTC and receive 0.5 BTC instantly!,scam,investment,WhatsApp,No,No,medium,50.0,-0.995,43,2024-08-26 08:13:00
MSG03780,Urgent: Your wallet is compromised. Verify immediately.,scam,phishing,Twitter,No,Yes,high,50.0,0.833,55,2024-06-13 12:24:00
MSG03781,Send 0.1 BTC and receive 0.5 BTC instantly!,scam,investment,Twitter,No,No,high,200.0,-0.173,43,2024-12-27 19:58:00
MSG03782,Urgent: Your wallet is compromised. Verify immediately.,scam,phishing,Telegram,No,No,low,100.0,-0.847,55,2024-05-16 19:45:00
MSG03783,How to secure your crypto wallet effectively.,legit,none,Email,No,No,high,,-0.252,45,2024-07-13 19:31:00
MSG03784,Urgent: Your wallet is compromised. Verify immediately.,scam,ponzi,Twitter,No,No,high,100.0,0.275,55,2024-03-27 14:24:00
MSG03785,Invest now and double your Bitcoin in 24 hours.,scam,ponzi,Email,No,No,high,,0.618,47,2024-08-09 01:35:00
MSG03786,How to secure your crypto wallet effectively.,legit,none,Discord,No,No,medium,,-0.339,45,2024-03-21 12:54:00
MSG03787,Elon Musk BTC giveaway! Limited time offer.,scam,investment,Discord,No,No,high,50.0,0.885,43,2024-03-11 16:57:00
MSG03788,Blockchain technology explained in simple terms.,legit,none,Discord,No,No,high,,-0.817,48,2024-01-30 21:26:00
MSG03789,How to secure your crypto wallet effectively.,legit,none,Discord,No,No,low,,0.638,45,2024-10-07 11:29:00
MSG03790,Blockchain technology explained in simple terms.,legit,none,Telegram,No,No,high,,0.213,48,2024-05-06 00:15:00
MSG03791,Send 0.1 BTC and receive 0.5 BTC instantly!,scam,phishing,Discord,No,Yes,high,200.0,0.489,43,2024-06-25 08:05:00
MSG03792,Tips for long-term crypto investment.,legit,none,Twitter,No,No,low,,-0.873,37,2024-08-16 22:26:00
MSG03793,Latest Bitcoin market update and trends.,legit,none,Telegram,No,No,medium,,-0.819,40,2024-03-04 11:09:00
MSG03794,Elon Musk BTC giveaway! Limited time offer.,scam,phishing,Telegram,No,No,medium,100.0,-0.275,43,2024-02-09 07:15:00
MSG03795,Blockchain technology explained in simple terms.,legit,none,Telegram,No,No,low,,-0.62,48,2024-08-11 18:39:00
MSG03796,Congratulations! You have won 2 BTC. Claim now at http://bit.ly/claim,scam,impersonation,WhatsApp,Yes,No,high,,0.787,69,2024-10-23 13:30:00
MSG03797,Invest now and double your Bitcoin in 24 hours.,scam,ponzi,Email,No,Yes,medium,100.0,-0.087,47,2024-11-10 16:31:00
MSG03798,Blockchain technology explained in simple terms.,legit,none,Email,No,No,medium,,-0.761,48,2024-05-13 19:28:00
MSG03799,How to secure your crypto wallet effectively.,legit,none,WhatsApp,No,No,high,,0.715,45,2024-07-13 08:25:00
MSG03800,Send 0.1 BTC and receive 0.5 BTC instantly!,scam,phishing,WhatsApp,No,No,low,,-0.954,43,2024-03-17 04:44:00
MSG03801,Elon Musk BTC giveaway! Limited time offer.,scam,ponzi,Twitter,No,No,high,50.0,-0.68,43,2024-07-01 02:05:00
MSG03802,Bitcoin price shows strong resistance near 65k.,legit,none,WhatsApp,No,No,high,,-0.717,47,2024-04-01 17:03:00
MSG03803,Bitcoin price shows strong resistance near 65k.,legit,none,WhatsApp,No,No,medium,,0.856,47,2024-10-19 19:21:00
MSG03804,Latest Bitcoin market update and trends.,legit,none,Discord,No,No,high,,0.558,40,2024-04-16 07:43:00
MSG03805,Tips for long-term crypto investment.,legit,none,Telegram,No,No,high,,-0.458,37,2024-03-03 21:04:00
MSG03806,Bitcoin price shows strong resistance near 65k.,legit,none,Email,No,No,high,,-0.539,47,2024-09-13 02:18:00
MSG03807,Send 0.1 BTC and receive 0.5 BTC instantly!,scam,giveaway,Discord,No,Yes,low,50.0,-0.684,43,2024-01-23 05:07:00
MSG03808,Latest Bitcoin market update and trends.,legit,none,Email,No,No,high,,-0.321,40,2024-12-25 05:50:00
MSG03809,Blockchain technology explained in simple terms.,legit,none,Telegram,No,No,high,,-0.074,48,2024-03-29 21:47:00
MSG03810,Tips for long-term crypto investment.,legit,none,Email,No,No,low,,-0.41,37,2024-05-15 15:14:00
MSG03811,Blockchain technology explained in simple terms.,legit,none,Discord,No,No,high,,-0.954,48,2024-04-17 08:20:00
MSG03812,Congratulations! You have won 2 BTC. Claim now at http://bit.ly/claim,scam,impersonation,Twitter,Yes,No,low,50.0,0.583,69,2024-05-12 11:26:00
MSG03813,Congratulations! You have won 2 BTC. Claim now at http://bit.ly/claim,scam,impersonation,Email,Yes,Yes,medium,100.0,-0.098,69,2024-10-17 15:27:00
MSG03814,Congratulations! You have won 2 BTC. Claim now at http://bit.ly/claim,scam,ponzi,Twitter,Yes,No,low,100.0,-0.129,69,2024-07-08 00:34:00
MSG03815,Bitcoin price shows strong resistance near 65k.,legit,none,Twitter,No,No,medium,,-0.342,47,2024-09-15 01:55:00
MSG03816,Send 0.1 BTC and receive 0.5 BTC instantly!,scam,giveaway,Discord,No,No,high,200.0,0.456,43,2024-10-04 09:00:00
MSG03817,Elon Musk BTC giveaway! Limited time offer.,scam,ponzi,Discord,No,Yes,low,50.0,-0.221,43,2024-02-08 04:55:00
MSG03818,Send 0.1 BTC and receive 0.5 BTC instantly!,scam,giveaway,Discord,No,No,low,,0.599,43,2024-05-20 22:10:00
MSG03819,Congratulations! You have won 2 BTC. Claim now at http://bit.ly/claim,scam,investment,WhatsApp,Yes,Yes,medium,200.0,0.805,69,2024-02-27 23:50:00
MSG03820,How to secure your crypto wallet effectively.,legit,none,Discord,No,No,low,,-0.585,45,2024-03-29 07:03:00
MSG03821,Invest now and double your Bitcoin in 24 hours.,scam,ponzi,Email,No,Yes,high,50.0,0.901,47,2024-07-30 01:27:00
MSG03822,Congratulations! You have won 2 BTC. Claim now at http://bit.ly/claim,scam,ponzi,Twitter,Yes,No,high,,0.914,69,2024-06-18 22:14:00
MSG03823,Elon Musk BTC giveaway! Limited time offer.,scam,giveaway,Discord,No,No,medium,,0.915,43,2024-10-24 16:59:00
MSG03824,Send 0.1 BTC and receive 0.5 BTC instantly!,scam,phishing,Discord,No,No,low,50.0,0.315,43,2024-10-13 18:54:00
MSG03825,Congratulations! You have won 2 BTC. Claim now at http://bit.ly/claim,scam,ponzi,Email,Yes,Yes,high,200.0,0.629,69,2024-10-28 08:55:00
MSG03826,Elon Musk BTC giveaway! Limited time offer.,scam,giveaway,Discord,No,Yes,medium,50.0,0.745,43,2024-04-25 16:06:00
MSG03827,Tips for long-term crypto investment.,legit,none,Twitter,No,No,low,,0.054,37,2024-04-22 07:55:00
MSG03828,Blockchain technology explained in simple terms.,legit,none,Telegram,No,No,low,,-0.126,48,2024-09-06 15:42:00
MSG03829,Invest now and double your Bitcoin in 24 hours.,scam,investment,WhatsApp,No,No,medium,200.0,0.005,47,2024-10-17 16:56:00
MSG03830,Urgent: Your wallet is compromised. Verify immediately.,scam,ponzi,Telegram,No,No,medium,100.0,0.149,55,2024-12-11 20:14:00
MSG03831,Send 0.1 BTC and receive 0.5 BTC instantly!,scam,phishing,Telegram,No,No,low,,0.875,43,2024-08-22 17:57:00
MSG03832,Urgent: Your wallet is compromised. Verify immediately.,scam,ponzi,Telegram,No,Yes,high,200.0,-0.451,55,2024-11-29 00:50:00
MSG03833,Congratulations! You have won 2 BTC. Claim now at http://bit.ly/claim,scam,phishing,Email,Yes,Yes,medium,50.0,-0.143,69,2024-08-23 08:51:00
MSG03834,Bitcoin price shows strong resistance near 65k.,legit,none,Discord,No,No,high,,-0.014,47,2024-07-06 06:24:00
MSG03835,Send 0.1 BTC and receive 0.5 BTC instantly!,scam,investment,Discord,No,No,medium,,0.535,43,2024-11-13 08:41:00
MSG03836,Congratulations! You have won 2 BTC. Claim now at http://bit.ly/claim,scam,ponzi,WhatsApp,Yes,No,high,200.0,-0.525,69,2024-01-06 18:41:00
MSG03837,Tips for long-term crypto investment.,legit,none,Telegram,No,No,medium,,0.473,37,2024-05-13 18:08:00
MSG03838,Bitcoin price shows strong resistance near 65k.,legit,none,WhatsApp,No,No,low,,0.674,47,2024-03-03 12:32:00
MSG03839,Invest now and double your Bitcoin in 24 hours.,scam,impersonation,Telegram,No,No,medium,50.0,-0.747,47,2024-07-23 10:42:00
MSG03840,Blockchain technology explained in simple terms.,legit,none,Discord,No,No,low,,-0.041,48,2024-10-25 16:56:00
MSG03841,Tips for long-term crypto investment.,legit,none,Discord,No,No,medium,,-0.128,37,2024-02-05 21:50:00
MSG03842,Tips for long-term crypto investment.,legit,none,Twitter,No,No,medium,,-0.984,37,2024-05-28 12:49:00
MSG03843,Blockchain technology explained in simple terms.,legit,none,Discord,No,No,low,,-0.856,48,2024-08-30 22:50:00
MSG03844,Latest Bitcoin market update and trends.,legit,none,Telegram,No,No,medium,,0.589,40,2024-10-17 15:20:00
MSG03845,Elon Musk BTC giveaway! Limited time offer.,scam,phishing,Email,No,No,medium,200.0,0.762,43,2024-09-08 06:11:00
MSG03846,Tips for long-term crypto investment.,legit,none,Telegram,No,No,medium,,-0.918,37,2024-11-14 12:26:00
MSG03847,Urgent: Your wallet is compromised. Verify immediately.,scam,impersonation,Telegram,No,No,low,100.0,0.499,55,2024-10-14 16:39:00
MSG03848,Invest now and double your Bitcoin in 24 hours.,scam,ponzi,Twitter,No,No,high,50.0,0.421,47,2024-09-11 03:38:00
MSG03849,Elon Musk BTC giveaway! Limited time offer.,scam,giveaway,Discord,No,No,low,50.0,0.962,43,2024-09-17 06:18:00
MSG03850,Send 0.1 BTC and receive 0.5 BTC instantly!,scam,ponzi,Telegram,No,Yes,high,200.0,-0.092,43,2024-08-21 00:51:00
MSG03851,Bitcoin price shows strong resistance near 65k.,legit,none,Telegram,No,No,medium,,-0.635,47,2024-07-08 04:42:00
MSG03852,Tips for long-term crypto investment.,legit,none,Email,No,No,medium,,-0.045,37,2024-07-13 10:04:00
MSG03853,Elon Musk BTC giveaway! Limited time offer.,scam,phishing,WhatsApp,No,No,low,200.0,0.66,43,2024-02-29 20:18:00
MSG03854,Tips for long-term crypto investment.,legit,none,Discord,No,No,low,,-0.088,37,2024-09-29 19:23:00
MSG03855,Congratulations! You have won 2 BTC. Claim now at http://bit.ly/claim,scam,giveaway,Discord,Yes,Yes,medium,100.0,-0.808,69,2024-08-11 10:02:00
MSG03856,Blockchain technology explained in simple terms.,legit,none,Telegram,No,No,high,,-0.799,48,2024-07-19 16:19:00
MSG03857,Tips for long-term crypto investment.,legit,none,Telegram,No,No,high,,0.561,37,2024-09-01 22:02:00
MSG03858,Urgent: Your wallet is compromised. Verify immediately.,scam,impersonation,WhatsApp,No,No,medium,100.0,0.165,55,2024-01-27 17:23:00
MSG03859,Congratulations! You have won 2 BTC. Claim now at http://bit.ly/claim,scam,investment,Email,Yes,No,high,100.0,0.297,69,2024-06-02 02:19:00
MSG03860,Send 0.1 BTC and receive 0.5 BTC instantly!,scam,impersonation,Discord,No,No,medium,,-0.327,43,2024-10-25 22:28:00
MSG03861,How to secure your crypto wallet effectively.,legit,none,Twitter,No,No,high,,-0.469,45,2024-02-09 03:40:00
MSG03862,Elon Musk BTC giveaway! Limited time offer.,scam,giveaway,Email,No,Yes,medium,50.0,-0.28,43,2024-12-03 17:43:00
MSG03863,Congratulations! You have won 2 BTC. Claim now at http://bit.ly/claim,scam,phishing,Twitter,Yes,No,medium,100.0,-0.075,69,2024-06-15 13:06:00
MSG03864,Invest now and double your Bitcoin in 24 hours.,scam,investment,Telegram,No,Yes,high,100.0,0.388,47,2024-12-18 06:15:00
MSG03865,How to secure your crypto wallet effectively.,legit,none,Email,No,No,medium,,-0.063,45,2024-12-30 10:32:00
MSG03866,Elon Musk BTC giveaway! Limited time offer.,scam,investment,Twitter,No,No,medium,200.0,-0.382,43,2024-10-13 13:02:00
MSG03867,Urgent: Your wallet is compromised. Verify immediately.,scam,impersonation,Telegram,No,Yes,medium,50.0,-0.524,55,2024-04-15 06:29:00
MSG03868,Urgent: Your wallet is compromised. Verify immediately.,scam,investment,Discord,No,No,high,100.0,-0.028,55,2024-08-07 11:33:00
MSG03869,Urgent: Your wallet is compromised. Verify immediately.,scam,ponzi,Twitter,No,Yes,medium,,-0.689,55,2024-07-10 03:22:00
MSG03870,How to secure your crypto wallet effectively.,legit,none,WhatsApp,No,No,low,,-0.523,45,2024-08-07 20:59:00
MSG03871,Congratulations! You have won 2 BTC. Claim now at http://bit.ly/claim,scam,investment,Twitter,Yes,No,medium,200.0,0.614,69,2024-11-19 17:44:00
MSG03872,Blockchain technology explained in simple terms.,legit,none,WhatsApp,No,No,high,,0.18,48,2024-06-27 19:25:00
MSG03873,Congratulations! You have won 2 BTC. Claim now at http://bit.ly/claim,scam,ponzi,Email,Yes,Yes,high,100.0,0.989,69,2024-06-06 20:01:00
MSG03874,Urgent: Your wallet is compromised. Verify immediately.,scam,investment,WhatsApp,No,No,medium,,-0.618,55,2024-10-09 18:06:00
MSG03875,Bitcoin price shows strong resistance near 65k.,legit,none,Twitter,No,No,medium,,-0.304,47,2024-01-23 17:57:00
MSG03876,Bitcoin price shows strong resistance near 65k.,legit,none,WhatsApp,No,No,high,,-0.929,47,2024-10-06 01:12:00
MSG03877,Invest now and double your Bitcoin in 24 hours.,scam,investment,Discord,No,No,high,200.0,0.401,47,2024-05-09 16:29:00
MSG03878,Urgent: Your wallet is compromised. Verify immediately.,scam,phishing,WhatsApp,No,Yes,low,,0.499,55,2024-09-22 21:43:00
MSG03879,Tips for long-term crypto investment.,legit,none,Discord,No,No,medium,,-0.11,37,2024-07-01 00:50:00
MSG03880,Send 0.1 BTC and receive 0.5 BTC instantly!,scam,impersonation,WhatsApp,No,Yes,medium,100.0,0.406,43,2024-10-23 17:54:00
MSG03881,Latest Bitcoin market update and trends.,legit,none,Twitter,No,No,medium,,-0.744,40,2024-06-05 02:53:00
MSG03882,Congratulations! You have won 2 BTC. Claim now at http://bit.ly/claim,scam,giveaway,Telegram,Yes,Yes,low,50.0,0.224,69,2024-02-24 04:25:00
MSG03883,Send 0.1 BTC and receive 0.5 BTC instantly!,scam,phishing,Discord,No,No,medium,50.0,-0.015,43,2024-08-13 13:22:00
MSG03884,Latest Bitcoin market update and trends.,legit,none,WhatsApp,No,No,high,,0.846,40,2024-08-16 09:24:00
MSG03885,Invest now and double your Bitcoin in 24 hours.,scam,impersonation,WhatsApp,No,Yes,low,100.0,0.04,47,2024-01-17 06:32:00
MSG03886,Bitcoin price shows strong resistance near 65k.,legit,none,Twitter,No,No,medium,,0.347,47,2024-06-15 06:18:00
MSG03887,Elon Musk BTC giveaway! Limited time offer.,scam,investment,Discord,No,Yes,medium,,0.027,43,2024-09-06 13:12:00
MSG03888,Latest Bitcoin market update and trends.,legit,none,Telegram,No,No,high,,-0.058,40,2024-07-11 13:00:00
MSG03889,How to secure your crypto wallet effectively.,legit,none,Discord,No,No,high,,-0.219,45,2024-03-16 12:02:00
MSG03890,How to secure your crypto wallet effectively.,legit,none,Telegram,No,No,low,,0.594,45,2024-05-01 01:22:00
MSG03891,Blockchain technology explained in simple terms.,legit,none,Telegram,No,No,medium,,0.733,48,2024-10-01 23:13:00
MSG03892,Bitcoin price shows strong resistance near 65k.,legit,none,Discord,No,No,medium,,0.579,47,2024-04-16 20:35:00
MSG03893,Invest now and double your Bitcoin in 24 hours.,scam,investment,WhatsApp,No,Yes,medium,200.0,0.928,47,2024-07-17 16:22:00
MSG03894,Urgent: Your wallet is compromised. Verify immediately.,scam,giveaway,Telegram,No,No,medium,100.0,-0.427,55,2024-02-25 15:22:00
MSG03895,Tips for long-term crypto investment.,legit,none,Twitter,No,No,high,,0.065,37,2024-09-06 11:31:00
MSG03896,How to secure your crypto wallet effectively.,legit,none,WhatsApp,No,No,medium,,-0.625,45,2024-01-14 07:38:00
MSG03897,Send 0.1 BTC and receive 0.5 BTC instantly!,scam,phishing,Telegram,No,No,high,,0.38,43,2024-06-06 13:39:00
MSG03898,Elon Musk BTC giveaway! Limited time offer.,scam,ponzi,Email,No,Yes,high,100.0,0.724,43,2024-02-28 10:50:00
MSG03899,Elon Musk BTC giveaway! Limited time offer.,scam,giveaway,Telegram,No,No,low,100.0,0.324,43,2024-06-26 13:14:00
MSG03900,How to secure your crypto wallet effectively.,legit,none,Email,No,No,medium,,0.95,45,2024-03-11 22:59:00
MSG03901,How to secure your crypto wallet effectively.,legit,none,WhatsApp,No,No,low,,0.083,45,2024-10-10 09:11:00
MSG03902,How to secure your crypto wallet effectively.,legit,none,Twitter,No,No,high,,-0.037,45,2024-10-14 13:14:00
MSG03903,Elon Musk BTC giveaway! Limited time offer.,scam,impersonation,Twitter,No,Yes,low,200.0,0.323,43,2024-12-17 19:58:00
MSG03904,Congratulations! You have won 2 BTC. Claim now at http://bit.ly/claim,scam,ponzi,Telegram,Yes,Yes,medium,50.0,0.481,69,2024-09-28 17:43:00
MSG03905,Latest Bitcoin market update and trends.,legit,none,WhatsApp,No,No,high,,-0.034,40,2024-02-17 19:50:00
MSG03906,Send 0.1 BTC and receive 0.5 BTC instantly!,scam,phishing,WhatsApp,No,No,medium,200.0,0.122,43,2024-08-06 07:27:00
MSG03907,Tips for long-term crypto investment.,legit,none,WhatsApp,No,No,high,,-0.555,37,2024-06-13 16:55:00
MSG03908,Latest Bitcoin market update and trends.,legit,none,Email,No,No,high,,-0.343,40,2024-10-18 17:05:00
MSG03909,Invest now and double your Bitcoin in 24 hours.,scam,impersonation,WhatsApp,No,No,high,,-0.197,47,2024-08-23 03:06:00
MSG03910,Tips for long-term crypto investment.,legit,none,Twitter,No,No,medium,,0.569,37,2024-07-01 04:05:00
MSG03911,Tips for long-term crypto investment.,legit,none,WhatsApp,No,No,high,,-0.969,37,2024-08-05 06:21:00
MSG03912,Blockchain technology explained in simple terms.,legit,none,Twitter,No,No,high,,0.923,48,2024-11-24 03:18:00
MSG03913,Bitcoin price shows strong resistance near 65k.,legit,none,Discord,No,No,low,,0.475,47,2024-09-29 03:59:00
MSG03914,How to secure your crypto wallet effectively.,legit,none,WhatsApp,No,No,high,,-0.716,45,2024-10-11 21:45:00
MSG03915,Congratulations! You have won 2 BTC. Claim now at http://bit.ly/claim,scam,impersonation,Email,Yes,No,medium,50.0,-0.866,69,2024-06-30 07:02:00
MSG03916,Send 0.1 BTC and receive 0.5 BTC instantly!,scam,investment,Telegram,No,No,low,50.0,-0.652,43,2024-11-04 08:12:00
MSG03917,Tips for long-term crypto investment.,legit,none,Discord,No,No,medium,,-0.266,37,2024-07-20 05:28:00
MSG03918,How to secure your crypto wallet effectively.,legit,none,Discord,No,No,low,,-0.602,45,2024-09-25 00:15:00
MSG03919,Tips for long-term crypto investment.,legit,none,Email,No,No,low,,0.365,37,2024-03-01 04:59:00
MSG03920,Latest Bitcoin market update and trends.,legit,none,Email,No,No,medium,,-0.521,40,2024-08-25 14:00:00
MSG03921,Latest Bitcoin market update and trends.,legit,none,Email,No,No,medium,,0.837,40,2024-10-01 19:13:00
MSG03922,Blockchain technology explained in simple terms.,legit,none,Twitter,No,No,low,,0.752,48,2024-02-29 08:05:00
MSG03923,Congratulations! You have won 2 BTC. Claim now at http://bit.ly/claim,scam,phishing,Telegram,Yes,Yes,low,50.0,-0.826,69,2024-08-28 14:29:00
MSG03924,Invest now and double your Bitcoin in 24 hours.,scam,ponzi,WhatsApp,No,No,low,50.0,-0.322,47,2024-11-26 10:39:00
MSG03925,Latest Bitcoin market update and trends.,legit,none,WhatsApp,No,No,low,,0.714,40,2024-01-20 12:48:00
MSG03926,Bitcoin price shows strong resistance near 65k.,legit,none,Email,No,No,medium,,0.001,47,2024-02-11 11:51:00
MSG03927,Congratulations! You have won 2 BTC. Claim now at http://bit.ly/claim,scam,giveaway,Email,Yes,Yes,high,200.0,-0.99,69,2024-03-08 21:11:00
MSG03928,Urgent: Your wallet is compromised. Verify immediately.,scam,ponzi,Telegram,No,Yes,high,100.0,-0.582,55,2024-11-22 09:10:00
MSG03929,Invest now and double your Bitcoin in 24 hours.,scam,investment,Twitter,No,Yes,medium,200.0,-0.085,47,2024-11-13 04:22:00
MSG03930,Bitcoin price shows strong resistance near 65k.,legit,none,WhatsApp,No,No,medium,,-0.551,47,2024-08-24 08:45:00
MSG03931,Send 0.1 BTC and receive 0.5 BTC instantly!,scam,phishing,WhatsApp,No,Yes,low,50.0,-0.548,43,2024-07-11 09:10:00
MSG03932,Elon Musk BTC giveaway! Limited time offer.,scam,investment,WhatsApp,No,Yes,medium,100.0,-0.767,43,2024-01-01 05:37:00
MSG03933,Invest now and double your Bitcoin in 24 hours.,scam,investment,Discord,No,Yes,high,100.0,0.402,47,2024-11-15 12:23:00
MSG03934,Bitcoin price shows strong resistance near 65k.,legit,none,Discord,No,No,low,,0.982,47,2024-10-08 19:36:00
MSG03935,Blockchain technology explained in simple terms.,legit,none,Email,No,No,low,,-0.033,48,2024-11-27 07:56:00
MSG03936,Invest now and double your Bitcoin in 24 hours.,scam,investment,WhatsApp,No,No,low,,-0.785,47,2024-12-18 12:33:00
MSG03937,Elon Musk BTC giveaway! Limited time offer.,scam,investment,WhatsApp,No,No,high,100.0,-0.163,43,2024-12-01 22:24:00
MSG03938,Tips for long-term crypto investment.,legit,none,Discord,No,No,medium,,-0.697,37,2024-10-09 02:19:00
MSG03939,Blockchain technology explained in simple terms.,legit,none,Discord,No,No,medium,,-0.463,48,2024-01-19 00:10:00
MSG03940,Tips for long-term crypto investment.,legit,none,Twitter,No,No,high,,0.015,37,2024-10-03 20:55:00
MSG03941,Elon Musk BTC giveaway! Limited time offer.,scam,phishing,WhatsApp,No,No,high,50.0,0.844,43,2024-10-23 21:29:00
MSG03942,How to secure your crypto wallet effectively.,legit,none,Discord,No,No,low,,0.863,45,2024-12-12 20:57:00
MSG03943,Tips for long-term crypto investment.,legit,none,WhatsApp,No,No,medium,,0.781,37,2024-11-15 16:39:00
MSG03944,Elon Musk BTC giveaway! Limited time offer.,scam,phishing,Telegram,No,No,medium,50.0,-0.248,43,2024-12-27 21:44:00
MSG03945,Invest now and double your Bitcoin in 24 hours.,scam,giveaway,WhatsApp,No,No,low,,0.893,47,2024-06-22 13:41:00
MSG03946,Congratulations! You have won 2 BTC. Claim now at http://bit.ly/claim,scam,giveaway,Discord,Yes,No,low,50.0,0.321,69,2024-01-24 15:39:00
MSG03947,Invest now and double your Bitcoin in 24 hours.,scam,giveaway,Email,No,No,low,50.0,0.369,47,2024-06-25 02:44:00
MSG03948,How to secure your crypto wallet effectively.,legit,none,Telegram,No,No,high,,0.179,45,2024-06-16 07:47:00
MSG03949,Urgent: Your wallet is compromised. Verify immediately.,scam,impersonation,Twitter,No,Yes,high,,0.669,55,2024-10-02 03:20:00
MSG03950,Send 0.1 BTC and receive 0.5 BTC instantly!,scam,phishing,WhatsApp,No,Yes,high,50.0,-0.619,43,2024-11-14 16:25:00
